OBJECTID,PARK_NUMBER,PARK_NAME,SAP_EQUIPMENT,SAP_FUNCTIONAL_LOCATION,ITEM_TYPE,ITEM_DESCRIPTION,X,Y
438,D0546,MT GRAVATT OUTLOOK RESERVE,100291609,B-RE-1415-N011,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.073019788,-27.5424447409999
439,D2634,TORRENS CRESCENT PARK,100291641,B-RE-0235-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.159079745,-27.4824723629999
440,D0556,MT GRAVATT PARK,100291607,B-RE-1635-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.079386247,-27.554604248
441,D0546,MT GRAVATT OUTLOOK RESERVE,100291608,B-RE-1415-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.073164516,-27.542472501
442,D0074,BEDFORD PLAYGROUND PARK,100291610,B-RE-1838-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER DOG BOWL & 2 TAPS,153.028033261,-27.4569845249999
443,D0116,COONARA STREET PARK,100291611,B-RE-1720-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.067677164,-27.5135230179999
444,D0061,SEVILLE PARK,100291621,B-RE-1849-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.071914742,-27.5222254719999
445,D1704,RAY LYNCH PARK,100291623,B-RE-0431-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.072791917,-27.5230186869999
446,D0056,WHITES HILL RESERVE,100291624,B-RE-1853-N018,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.076024813,-27.508158145
447,D0783,BASSETT STREET PARK,100291631,B-RE-2511-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.084080348,-27.519708518
448,D0434,BROADWATER PICNIC GROUND PARK,100291632,B-RE-1499-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.111922891,-27.544679715
449,D2087,BILL HEWITT RESERVE,100291633,B-RE-2713-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.083185889,-27.502997587
450,D0117,LANGLANDS PARK,100291634,B-RE-1719-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.048252111,-27.495943993
451,D1075,GUS DAVIES PARK,200477928,B-RE-2555-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.02052938,-27.306743319
452,D0530,LOTA CAMPING RESERVE,200504894,B-RE-1426-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.193013939,-27.467558206
453,D0996,FIG TREE POINT PARK (ROAD RESERVE),200538139,B-RE-2627-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.193171954,-27.468244071
454,D2028,TALISKER PLACE PARK,200484143,B-RE-0069-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.024969971,-27.6395986919999
455,D0185,ENOGGERA CREEK RESERVE,100299005,B-RE-1964-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAPS,152.975036735,-27.4476268989999
456,D0512,MELROSE PARK,200526633,B-RE-1493-N004,BUBBLER/DRINKING FOUNTAIN,1 FOUNTAIN 1 TAP,153.04450517,-27.4133965469999
457,D3117,KATHLEEN STREET PARK,100267718,B-RE-1120-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.956650635,-27.5942991819999
458,D3299,KINGFISHER DRIVE PARK,100291914,B-RE-0273-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.922989376,-27.424195719
459,D0346,ORLEIGH PARK,100291919,B-RE-1908-N020,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.002499858,-27.489912056
460,D1277,BANGALOW STREET PARK (NO.192),100291923,B-RE-2100-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.001309764,-27.3651465
461,D0160,WALTON BRIDGE RESERVE,100291924,B-RE-1738-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.954080114,-27.4440143689999
462,D0637,WITTONGA PARK,100291925,B-RE-1607-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.934640792,-27.4384862009999
463,D0639,SOLFERINO PLACE PARK,100291926,B-RE-1605-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.937769631,-27.438808154
464,D0729,WHATMORE STREET PARK,100291927,B-RE-1585-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.096462708,-27.501702178
465,D1456,ST VINCENTS ROAD PARK,100292073,B-RE-0478-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.091449077,-27.364994032
466,D0444,BANYO MEMORIAL PARK,200476399,B-RE-1401-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.078386287,-27.373938042
467,D0285,SANDGATE MEMORIAL PARK,200474165,B-RE-1868-N002,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.069664169,-27.320590739
468,D1376,CHELSEA ROAD PARK (NOS.399-551),100291638,B-RE-2285-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER DOG BOWL & 2 TAPS,153.186565381,-27.4854980969999
469,D2232,SHERIFF PARK,100291639,B-RE-0352-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER DOG BOWL & 2 TAPS,153.162715601,-27.487327351
470,D0010,FAULKNER PARK,200482233,B-RE-1812-N005,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",152.986060828,-27.518803836
471,D0759,SHOWGROUND PARK,100292075,B-RE-2451-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.085236621,-27.3650554819999
472,D0355,DUTTON PARK,100292079,B-RE-1487-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.027085437,-27.4974877779999
473,D0355,DUTTON PARK,100292081,B-RE-1487-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.024670574,-27.497940211
474,D0355,DUTTON PARK,100292086,B-RE-1487-N010,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.024639998,-27.498129142
475,D0355,DUTTON PARK,100292087,B-RE-1487-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.022946187,-27.497054377
476,D1519,MOORHEN FLATS,100292088,B-RE-2261-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER AND 2 TAPS,153.048105835,-27.4909192699999
477,D0160,WALTON BRIDGE RESERVE,100292089,B-RE-1738-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.954101182,-27.4459615489999
478,D0378,FEHLBERG PARK,100292090,B-RE-1464-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.018052234,-27.5113647059999
479,D3398,KEN FLETCHER PARK,100292091,B-RE-0265-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.005898896,-27.5240860279999
480,D3398,KEN FLETCHER PARK,100292101,B-RE-0265-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.010626814,-27.5232188219999
481,D2251,GODIVA AVENUE PARK,100292103,B-RE-2861-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.009734751,-27.5246349449999
482,D0492,DOWNEY PARK,100291951,B-RE-1442-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.02351822,-27.4404299889999
483,D0492,DOWNEY PARK,100291952,B-RE-1442-N013,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.023449307,-27.4421412149999
484,D1566,FOREST LAKE SPORTS FIELDS,100291954,B-RE-0463-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.969699954,-27.618556347
485,D0005,NICHOLAS PARK,100291955,B-RE-1816-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.948224775,-27.4476208299999
486,D0345,LYONS PLAYGROUND PARK,100291647,B-RE-1909-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.012911444,-27.488993658
487,D2634,TORRENS CRESCENT PARK,100291643,B-RE-0235-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.159133939,-27.4819731339999
488,D2634,TORRENS CRESCENT PARK,100291644,B-RE-0235-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.158631158,-27.482398125
489,D2148,BARWIN STREET PARK,100291646,B-RE-0110-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.156118965,-27.4825804659999
490,D0027,QUINN'S STREET PARK,100291652,B-RE-1795-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.071191355,-27.459036323
491,D0037,HAWTHORNE PARK,100291653,B-RE-1788-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.063760325,-27.464665692
492,D1763,COLMSLIE BEACH RESERVE,100291657,B-RE-0572-N009,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.092443644,-27.4497407859999
493,D1763,COLMSLIE BEACH RESERVE,100291658,B-RE-0572-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.091840575,-27.449903234
494,D1763,COLMSLIE BEACH RESERVE,100291660,B-RE-0572-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.091392098,-27.450038107
495,D1763,COLMSLIE BEACH RESERVE,100291661,B-RE-0572-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.091531955,-27.4508838099999
496,D0804,BILL BROWN SPORTS RESERVE,100291662,B-RE-2465-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER DOG BOWL & TAP,153.034625612,-27.339297077
497,D0035,COLMSLIE RESERVE,100291663,B-RE-1713-N010,BUBBLER/DRINKING FOUNTAIN,BUBBLER DOG BOWL & 2 TAPS,153.08240056,-27.4507344969999
498,D0034,BILL CASH MEMORIAL PARK,100291693,B-RE-1712-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.086924976,-27.466801559
499,D0010,FAULKNER PARK,200480534,B-RE-1812-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.985939319,-27.518629577
500,D0010,FAULKNER PARK,200481019,B-RE-1812-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.984306815,-27.5180678749999
501,D0010,FAULKNER PARK,200472542,B-RE-1812-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.986220133,-27.518241356
502,D0010,FAULKNER PARK,200479119,B-RE-1812-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.985526808,-27.51763211
503,D3473,LINACRE STREET PARK,100292041,B-RE-0263-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.992689838,-27.595361215
504,D0152,THE WOODS MEMORIAL PLAYGROUND PARK,100292043,B-RE-1746-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.972026763,-27.447362745
505,D0659,MOVILLA STREET PARK,100292044,B-RE-1675-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.934717068,-27.402688801
506,D3672,HONEYEATER STREET PARK,100292045,B-RE-1157-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.914263165,-27.4195028669999
507,D0093,CATHEDRAL SQUARE,100292046,B-RE-1779-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.028890989,-27.46338686
508,D0083,VICTORIA PARK,100292047,B-RE-1829-N017,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.018536427,-27.4552216009999
509,D0505,WINDSOR PARK,100292049,B-RE-1517-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & BOTTLE FILLER,153.036717535,-27.431902404
510,D0505,WINDSOR PARK,100292050,B-RE-1517-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.036712665,-27.431778887
511,D2163,PAUL CONTI PARK,100292058,B-RE-0212-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.128467794,-27.449874269
512,D0095,NEW FARM PARK,100292060,B-RE-1736-N022,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.050836253,-27.4685153409999
513,D0680,KANGAROO POINT CLIFFS PARK,100292061,B-RE-1557-N023,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.034981593,-27.4765906819999
514,D0680,KANGAROO POINT CLIFFS PARK,100292062,B-RE-1557-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.034434087,-27.4755457749999
515,D2086,DALKEITH PARK,100292063,B-RE-2705-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.042514032,-27.413476397
516,D0699,HERCULES STREET PARK,100292064,B-RE-1542-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.069171845,-27.438854775
517,D2996,GREY GUMS PARK,100291697,B-RE-0218-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.013388175,-27.4517624709999
518,D0597,PRESTON ROAD PARK,100291694,B-RE-1530-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.117270308,-27.489836817
519,D0597,PRESTON ROAD PARK,100291695,B-RE-1530-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.118367539,-27.4931251739999
520,D2068,KUNDU PARK,100291696,B-RE-0315-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.014819707,-27.4530978889999
521,D0198,PICOT STREET PARK,100291698,B-RE-1953-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.011288417,-27.442867157
522,D0194,CORBIE STREET PARK,100291699,B-RE-1956-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.001644119,-27.4385909179999
523,D0245,SHAW ESTATE PARK,100291701,B-RE-1987-N011,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.039878346,-27.401241785
524,D0249,MT COOT-THA RESERVE,100291703,B-RE-1901-N050,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.929013115,-27.478867027
525,D1939,MT CROSBY SPORTSGROUND,100291704,B-RE-0151-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.795671388,-27.5394389759999
526,D1939,MT CROSBY SPORTSGROUND,100291705,B-RE-0151-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.795730727,-27.540355464
527,D1893,STUMERS ROAD RESERVE,100291706,B-RE-0603-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER DOG BOWL & 2 TAPS,152.804310438,-27.539721796
528,D1886,KOOKABURRA PARK - WEST,100291707,B-RE-0610-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.840639726,-27.5435584329999
529,D1886,KOOKABURRA PARK - WEST,100291708,B-RE-0610-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.840594326,-27.541204842
530,D1886,KOOKABURRA PARK - WEST,100291710,B-RE-0610-N011,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.840671855,-27.542601851
531,D1886,KOOKABURRA PARK - WEST,100291711,B-RE-0610-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.839589033,-27.5403018599999
532,D0699,HERCULES STREET PARK,100292065,B-RE-1542-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.070057795,-27.4391159699999
533,D0699,HERCULES STREET PARK,100292066,B-RE-1542-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.070127848,-27.4385144579999
534,D0073,OBSERVATORY PARK,100292067,B-RE-1839-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.022790989,-27.465744184
535,D2251,GODIVA AVENUE PARK,100292104,B-RE-2861-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.011770513,-27.5246539949999
536,D0010,FAULKNER PARK,100292105,B-RE-1812-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.986561234,-27.51907302
537,D0010,FAULKNER PARK,100292107,B-RE-1812-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.981404349,-27.51689033
538,D2141,HINCHINBROOK CIRCUIT PARK,100292290,B-RE-0117-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.97957102,-27.6370190539999
539,D0564,C.J.GREENFIELD COMPLEX PARK,100292291,B-RE-1628-N012,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.965430793,-27.578654371
540,D1159,SOLAR PARK,100293722,B-RE-2068-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.985371156,-27.3704582299999
541,D0215,WHITES ROAD PARK,100293723,B-RE-1772-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.008897501,-27.382420888
542,D0447,NICHOLSON PLACE PARK,100293725,B-RE-1399-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.06580262,-27.387966744
543,D0909,ALLAWAH STREET PARK,100293727,B-RE-2389-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.010382488,-27.530536158
544,D0487,MCCOOK PARK,100293730,B-RE-1446-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.014011583,-27.4362162539999
545,D3754,OLD SHORELINE PARK,100291714,B-RE-1152-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER DOG BOWL & 2 TAPS,153.084453508,-27.440878133
546,D0080,MERTHYR PARK,100291776,B-RE-1832-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.042949874,-27.4748899479999
547,D3712,NORTHSHORE RIVERSIDE PARK,100291712,B-RE-1155-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.08552545,-27.444973832
548,D3754,OLD SHORELINE PARK,100291713,B-RE-1152-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.084531574,-27.4409986659999
549,D3754,OLD SHORELINE PARK,100291715,B-RE-1152-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER DOG BOWL & 2 TAPS,153.084350246,-27.440885238
550,D0080,MERTHYR PARK,100291716,B-RE-1832-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.046315425,-27.475274215
551,D0080,MERTHYR PARK,100291717,B-RE-1832-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.047719378,-27.4747458169999
552,D0170,YOWOGGERA  PARK,100291718,B-RE-1978-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.04225507,-27.437976114
553,D0080,MERTHYR PARK,100291777,B-RE-1832-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.042624577,-27.4746656679999
554,D3192,WATERFRONT PARK,100291778,B-RE-1186-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.045520591,-27.4482407409999
555,D3192,WATERFRONT PARK,100291780,B-RE-1186-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.045076667,-27.4483425839999
556,D1535,POWERHOUSE PARK,100291774,B-RE-0410-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.053841013,-27.4677618919999
557,D2024,COWLISHAW STREET PARK,100291775,B-RE-0073-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.041774552,-27.4482210319999
558,D0488,SPENCER PARK,100293731,B-RE-1445-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.009843694,-27.438389576
559,D0770,VENETIA STREET PARK,100293732,B-RE-2524-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.006224538,-27.393925827
560,D1676,PALLARA PARK,100291318,B-RE-0386-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.011688009,-27.6091660559999
561,D1676,PALLARA PARK,100291320,B-RE-0386-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.011445829,-27.609364404
562,D0399,EKIBIN MEMORIAL PARK,100293738,B-RE-1526-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.045659518,-27.520482844
563,D0564,C.J.GREENFIELD COMPLEX PARK,100293733,B-RE-1628-N012,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.965591211,-27.5792839219999
564,D1040,RIVERSTON COURT PARK (ROAD RESERVE),100293734,B-RE-2527-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.101274935,-27.513879597
565,D1386,STANWORTH ROAD PARK,100293736,B-RE-2359-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.065368891,-27.3502490549999
566,D1392,APPIA AVENUE PARK,100293739,B-RE-2354-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.069952634,-27.479567357
567,D0733,CRESTHAVEN PARK,100293740,B-RE-1581-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.10951405,-27.53990941
568,D1018,FIG TREE COMMON PARK,100293747,B-RE-2580-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.954457251,-27.524797964
569,D0554,ROSEBANK SQUARE,100293749,B-RE-1637-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.043327038,-27.555467726
570,D1260,ENBROOK PARKLAND,100291782,B-RE-2064-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.028846217,-27.3310121009999
571,D0809,PATREA STREET PARK,100291805,B-RE-2493-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.089178073,-27.3838962299999
572,D0171,CAMERON ROCKS RESERVE,100291781,B-RE-1977-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.048468247,-27.4409961709999
573,D0658,KIANAWAH ROAD PARK (NO.330),100291783,B-RE-1676-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.146549049,-27.4573814739999
574,D0804,BILL BROWN SPORTS RESERVE,100291797,B-RE-2465-N017,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.04378749,-27.331771413
575,D0238,BOONDALL PARK,100291798,B-RE-1994-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.055511649,-27.338841466
576,D0996,FIG TREE POINT PARK (ROAD RESERVE),100291799,B-RE-2627-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.193103633,-27.46882812
577,D0739,GREY GUM PARK,100291800,B-RE-1575-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.004967117,-27.390645116
578,D0283,DEAGON SPORTSGROUND PARK,100291801,B-RE-1870-N009,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.062046426,-27.321867512
579,D0643,CURLEW PARK,100291803,B-RE-1601-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.073163186,-27.3268080289999
580,D2009,MACQUARIE WAY PARK (NO.123),100307922,B-RE-0167-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.057081173,-27.653085161
581,D0046,WILSON PARK,200470536,B-RE-1780-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.057518732,-27.476899282
582,D0346,ORLEIGH PARK,100293760,B-RE-1908-N011,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.997552608,-27.486453319
583,D0861,BILL LAMOND PARK,100293761,B-RE-2498-N009,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.185178196,-27.4716828689999
584,D0162,FRANK WATERS PARK,100293776,B-RE-1986-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.991149382,-27.4365544839999
585,D0597,PRESTON ROAD PARK,100293777,B-RE-1530-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.118958965,-27.493169684
586,D0424,TARINGA PLAYGROUND PARK,100293778,B-RE-1507-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.979208951,-27.4915157569999
587,D1043,TRISTANIA WAY PARK,100293781,B-RE-2606-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.092024209,-27.521953734
588,D0582,THRUSH STREET PARK,100291350,B-RE-1692-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & BOTTLE FILLER,152.977783773,-27.599961784
589,D2250,WHISTLER PLACE PARK,100291324,B-RE-2860-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.017251128,-27.607708649
590,D1743,WOOGAROO RESERVE,100291326,B-RE-0379-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.977697968,-27.6306444109999
591,D1810,PACIFIC PARADE PARK,100291327,B-RE-0620-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.979837099,-27.6219228329999
592,D1490,KILLARNEY STREET PARK,100291328,B-RE-2201-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER DOG BOWL & TAP,152.948339468,-27.607018253
593,D0582,THRUSH STREET PARK,100291351,B-RE-1692-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & BOTTLE FILLER,152.977351883,-27.599603166
594,D0208,TERALBA PARK,100291329,B-RE-1716-N013,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.981187322,-27.402367017
595,D0208,TERALBA PARK,100291338,B-RE-1716-N013,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.981402445,-27.402464712
596,D0441,DENT PARK,100291818,B-RE-1404-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.084346476,-27.366992468
597,D0443,DOWNFALL CREEK RESERVE,100291806,B-RE-1402-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.05757949,-27.382485964
598,D0443,DOWNFALL CREEK RESERVE,100291807,B-RE-1402-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.056645856,-27.382320568
599,D0443,DOWNFALL CREEK RESERVE,100291808,B-RE-1402-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.055743102,-27.381927327
600,D0267,THE RAFTING GROUND PARK,100291823,B-RE-1883-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.92327252,-27.520094319
601,D0096,CITY BOTANIC GARDENS,100291824,B-RE-1735-N024,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.030838717,-27.4726641889999
602,D0647,MT COOT-THA BOTANIC GARDEN,100291825,B-RE-1597-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.979743391,-27.476096156
603,D0647,MT COOT-THA BOTANIC GARDEN,100291829,B-RE-1597-N032,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.971926628,-27.479484148
604,D0647,MT COOT-THA BOTANIC GARDEN,100291830,B-RE-1597-N021,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.974636532,-27.4768339999999
605,D0249,MT COOT-THA RESERVE,100291834,B-RE-1901-N034,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.965464038,-27.474227281
606,D0467,ANZAC PARK,100291835,B-RE-1373-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.98115356,-27.4799946599999
