OBJECTID,PARK_NUMBER,PARK_NAME,SAP_EQUIPMENT,SAP_FUNCTIONAL_LOCATION,ITEM_TYPE,ITEM_DESCRIPTION,X,Y
984,D0187,STEWART PLACE PARK,200476518,B-RE-1962-N002,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,152.991866791,-27.445261364
985,D1237,GREENDALE PARK,200472469,B-RE-2037-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.117041036,-27.5210460979999
986,D1091,GIBBINS STREET PARK,200482764,B-RE-2540-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.051984783,-27.604340221
987,D1090,FIDDLEWOOD CRESCENT PARK,200525236,B-RE-2541-N003,BUBBLER/DRINKING FOUNTAIN,2 TAPS 1 FOUNTAIN,152.879126202,-27.5667831219999
988,D0174,NEAL MACROSSAN PLAYGROUND PARK,200482441,B-RE-1974-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.009999693,-27.4620777019999
989,D1245,STRAWBERRY FARM PARK,200482398,B-RE-2074-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.013989996,-27.3482151809999
990,D0367,REAL PARK,200480879,B-RE-1475-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.049028363,-27.48036733
991,D0524,WYNNUM MEMORIAL PARK,200566354,B-RE-1432-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.174292803,-27.453548428
992,D1264,TUCKEROO PARK,200522909,B-RE-2060-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.105756257,-27.3513767499999
993,D0236,FRANK ROBERTS PARK,200543776,B-RE-1996-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.050965361,-27.395000173
994,D2209,COCKATOO PLACE PARK,100132594,B-RE-2784-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.114158765,-27.5684513859999
995,D1845,ROCKS RIVERSIDE PARK,100132616,B-RE-0673-N021,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.958403357,-27.54055412
996,D3316,STRAWBERRY FIELDS PLACE,100125879,B-RE-0269-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.113431693,-27.571581882
997,D0056,WHITES HILL RESERVE,200560452,B-RE-1853-N005,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,153.074137531,-27.514445114
998,D0056,WHITES HILL RESERVE,200480588,B-RE-1853-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.074764005,-27.514804866
999,D0922,DELAVAN STREET PARK,100111878,B-RE-2687-N002,BUBBLER/DRINKING FOUNTAIN,TAP & BUBBLER COMBINATION,153.097703526,-27.5611902969999
1000,D1356,CAROLE PARK COMMUNITY PARK,200525427,B-RE-2231-N005,BUBBLER/DRINKING FOUNTAIN,2 TAPS 1 FOUNTAIN,152.939612619,-27.6164359479999
1001,D1356,CAROLE PARK COMMUNITY PARK,200525458,B-RE-2231-N002,BUBBLER/DRINKING FOUNTAIN,2 TAPS 1 FOUNTAIN,152.939155319,-27.615126424
1002,D0247,MERCER PARK,100131718,B-RE-1903-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.040701179,-27.4068063409999
1003,D0112,TRUNDLE PARK,200477989,B-RE-1724-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.057563248,-27.5044518899999
1004,D0467,ANZAC PARK,200558359,B-RE-1373-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.982125537,-27.47974786
1005,D0467,ANZAC PARK,200558356,B-RE-1373-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.981991026,-27.4805347409999
1006,D0422,JACK SPEARE PARK,200527543,B-RE-1509-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.981116309,-27.502855778
1007,D0190,SEILS PARK,200486732,B-RE-1959-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.997662201,-27.4380440369999
1008,D0613,SHAND STREET PARK (NO.131),200485590,B-RE-1670-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.998379541,-27.417891272
1009,D1208,GLENEFER STREET PARK,100117849,B-RE-0025-N002,BUBBLER/DRINKING FOUNTAIN,TAP & BUBBLER WITH DOG BOWL,153.069674708,-27.600926955
1010,D1160,GARRETT PARK,100265678,B-RE-2152-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAPS WITH BOWL,153.081950821,-27.5898271949999
1011,D0566,ELIZABETH BRUCE PLAYGROUND PARK,200532861,B-RE-1626-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.971741574,-27.583658719
1012,D2199,BUNYAPA PARK,100132181,B-RE-2746-N004,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.011263768,-27.4807438189999
1013,D0214,HUXTABLE PARK,200568372,B-RE-1773-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.016570534,-27.388075149
1014,D1330,MCDOWALL RESERVE,200477862,B-RE-2299-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,152.988150858,-27.375544104
1015,D0156,GROVELY SPORTSGROUND PARK,200478179,B-RE-1742-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.959030086,-27.4040352919999
1016,D1970,LOCKROSE STREET PARK,200501782,B-RE-0196-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.965981573,-27.414847876
1017,D0461,TOOMBUL TERRACE PARK,200568738,B-RE-1388-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.054495663,-27.407432921
1018,D0040,KIANAWAH PARK,200558003,B-RE-1785-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.125862979,-27.4755331449999
1019,D2072,CALAMVALE DISTRICT PARK,200538560,B-RE-0312-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.037336057,-27.622023424
1020,D1279,THE LAKE PARKLANDS,200525889,B-RE-2099-N017,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.965187942,-27.6252999509999
1021,D1638,CRIBB ROAD PARK,200485470,B-RE-0651-N006,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",153.119500262,-27.5281953479999
1022,D2306,ELLISON ROAD PARK,100296162,B-RE-2937-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.036244135,-27.374686665
1023,D1334,SILKYOAK CIRCUIT PARK,100118392,B-RE-2295-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.030923056,-27.345953547
1024,D0798,WENDON WAY PARK,200470314,B-RE-2471-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.984844883,-27.3609397869999
1025,D1998,BILL BENHAM PARK,100118559,B-RE-0174-N002,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.119800328,-27.447363181
1026,D0150,UPPER KEDRON RECREATION RESERVE,200526966,B-RE-1748-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.923463825,-27.411416959
1027,D1777,BERKSHIRE CRESCENT PARK,200512787,B-RE-0560-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.099724624,-27.549175986
1028,D0011,GEORGE SCARLETT PARK,200472552,B-RE-1811-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.984824707,-27.549807819
1029,D1865,SUMMIT STREET PARK,200521493,B-RE-0546-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.129986469,-27.489193552
1030,D1110,PRINCESS STREET PARK (NOS.8-18),200470795,B-RE-2609-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.060635579,-27.2961386009999
1031,D2193,DAINTREE PARK,100125838,B-RE-2725-N002,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.029961801,-27.340981998
1032,D2228,KOOKABURRA CIRCUIT PARK,100125854,B-RE-2820-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.111859531,-27.565016929
1033,D0150,UPPER KEDRON RECREATION RESERVE,100125907,B-RE-1748-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.923510274,-27.411440107
1034,D0423,ESSEX ROAD PARK,200527421,B-RE-1508-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.982112645,-27.499609579
1035,D1016,HORIZON DRIVE PARK,200474074,B-RE-2691-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.920125247,-27.550692812
1036,D2047,WYANDRA CRESCENT PARK,200513296,B-RE-0039-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.092101196,-27.4626450499999
1037,D0576,YUGARAPUL PARK,200483725,B-RE-1616-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.075215141,-27.5775791579999
1038,D0259,BIAMI YUMBA PARK,200504587,B-RE-1891-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.966828862,-27.53942498
1039,D2232,SHERIFF PARK,200505155,B-RE-0352-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.163345968,-27.486976184
1040,D0281,SANDGATE THIRD LAGOON RESERVE,200503627,B-RE-1871-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.055666352,-27.3101919269999
1041,D0512,MELROSE PARK,200488484,B-RE-1493-N009,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.045396071,-27.4118665239999
1042,D0357,HANLON PARK,200487091,B-RE-1485-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.041911391,-27.498760385
1043,D1617,GREENWAYS ESPLANADE PARK,200482005,B-RE-0508-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.020315583,-27.636809238
1044,D0382,ROWLINSON PARK,200488365,B-RE-1460-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.013998413,-27.52013655
1045,D0499,GRANGE FOREST PARK,200483650,B-RE-1436-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.008595691,-27.416553586
1046,D0065,TINGALPA CREEK RESERVE,100276434,B-RE-1845-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.183649384,-27.5017609139999
1047,D1015,ALAN WILLING PLACE PARK,200474065,B-RE-2610-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.959150572,-27.447975362
1048,D0234,BELLOY STREET PARK,200471511,B-RE-1998-N002,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.042730328,-27.397145973
1049,D0723,CARINDALE RECREATION RESERVE,200505183,B-RE-1590-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.10879704,-27.497847822
1050,D0806,CARINYA STREET PARK,200473984,B-RE-2463-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.963561888,-27.4949251039999
1051,D0753,JACK PYLE PARK,200556536,B-RE-2457-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.062369863,-27.602113297
1052,D0357,HANLON PARK,200472914,B-RE-1485-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.042737951,-27.500605492
1053,D0366,MOWBRAY PARK,200553990,B-RE-1476-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.044552953,-27.4788969419999
1054,D0662,JOHN GOSS RESERVE,200552042,B-RE-1672-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.01243321,-27.3784930259999
1055,D0037,HAWTHORNE PARK,200550355,B-RE-1788-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.060321427,-27.4639167139999
1056,D1394,BARRETT STREET PARK (WATER RESERVE),200474444,B-RE-2352-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.032194445,-27.3201924169999
1057,D0597,PRESTON ROAD PARK,200549244,B-RE-1530-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.116658561,-27.4895272319999
1058,D0345,LYONS PLAYGROUND PARK,200483714,B-RE-1909-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.012446534,-27.489149981
1059,D0564,C.J.GREENFIELD COMPLEX PARK,100117877,B-RE-1628-N002,BUBBLER/DRINKING FOUNTAIN,TAP & BUBBLER WITH DOG BOWL,152.967465031,-27.578414645
1060,D0056,WHITES HILL RESERVE,100118054,B-RE-1853-N012,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN & TAP,153.078845822,-27.508965539
1061,D0094,EMMA MILLER PLACE,200506538,B-RE-1737-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.02220814,-27.467112276
1062,D0460,ROSS PARK,200487125,B-RE-1389-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER &  2 TAPS,153.059014534,-27.408595917
1063,D0347,DAVIES PARK,200483712,B-RE-1907-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.006085407,-27.4784435139999
1064,D0501,HALFORD PARK,200488469,B-RE-1521-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.009861941,-27.420193484
1065,D1343,IAN PAGE PARK,200487021,B-RE-2326-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.103300059,-27.4894602529999
1066,D2083,SUNSET PLACE PARK,200488377,B-RE-0093-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.983996471,-27.381470403
1067,D0753,JACK PYLE PARK,200488359,B-RE-2457-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.062834688,-27.6025153739999
1068,D0169,CROSBY PARK,200503767,B-RE-1979-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.048520365,-27.435701432
1069,D0253,CUBBERLA CREEK RESERVE,200480361,B-RE-1897-N009,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.951079728,-27.5143504599999
1070,D1264,TUCKEROO PARK,200496487,B-RE-2060-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.102160068,-27.362406665
1071,D0680,KANGAROO POINT CLIFFS PARK,200485261,B-RE-1557-N013,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.033494466,-27.47916198
1072,D0276,SANDGATE FORESHORES PARK,200516316,B-RE-1875-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.0657518,-27.30423358
1073,D0398,SHAFTESBURY STREET PARK,200505798,B-RE-1527-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.040871668,-27.5187696639999
1074,D0743,CREEKSIDE STREET PARK,200476525,B-RE-2028-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.918489684,-27.5035585639999
1075,D0597,PRESTON ROAD PARK,200549239,B-RE-1530-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.118105983,-27.489102777
1076,D1264,TUCKEROO PARK,200470307,B-RE-2060-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.106240794,-27.3503101059999
1077,D1548,COOCHIN PLACE PARK,200549817,B-RE-0397-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.14163943,-27.4708891179999
1078,D0464,ALBERT BISHOP PARK,200548463,B-RE-1386-N010,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.072156987,-27.405077631
1079,D0230,BRADBURY PARK,200547319,B-RE-2002-N009,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN & TAP,153.027968698,-27.3951837609999
1080,D0200,KOKODA PARK,200488783,B-RE-1951-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.02741769,-27.421722073
1081,D0201,ARCHER STREET PARK,200545442,B-RE-1950-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.025173861,-27.4218559939999
1082,D1823,THOMAS MACLEOD PARK,200533322,B-RE-0690-N003,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",152.955323499,-27.539250943
1083,D0516,ELANORA PARK,100118864,B-RE-1686-N012,BUBBLER/DRINKING FOUNTAIN,BUBBLER TAP & DOG BOWL,153.168519099,-27.427665404
1084,D0150,UPPER KEDRON RECREATION RESERVE,200526888,B-RE-1748-N009,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.923216425,-27.4112318539999
1085,D0150,UPPER KEDRON RECREATION RESERVE,200489069,B-RE-1748-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.923382726,-27.4122431659999
1086,D2054,ALEXANDER MACPHERSON PARK,200509114,B-RE-0049-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.08851354,-27.3715002829999
1087,D0276,SANDGATE FORESHORES PARK,200500834,B-RE-1875-N024,BUBBLER/DRINKING FOUNTAIN,FLIPPER FOUNTAIN WITH BASIN & TAP,153.081510477,-27.3220070099999
1088,D0140,PATEN PARK,200489436,B-RE-1758-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.952869301,-27.4517177939999
1089,D0559,D.M.HENDERSON PARK,200487965,B-RE-1632-N016,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.07205164,-27.569480981
1090,D0109,WEMBLEY PARK,200485094,B-RE-1726-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.061337965,-27.4891680719999
1091,D0529,HEERS PARK,200477628,B-RE-1427-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.161271942,-27.462352508
1092,D0375,FAIRFIELD PARK,200477212,B-RE-1467-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.026332434,-27.503450099
1093,D1722,ALGESTER ROAD PARK (NO.515),200556933,B-RE-0417-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.028783478,-27.6365317789999
1094,D2912,LAPFORD PARK,200557517,B-RE-0225-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.049801566,-27.6518220039999
1095,D1316,FREE STREET PARK,200504676,B-RE-2045-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.002805716,-27.4443892589999
1096,D0214,HUXTABLE PARK,200486205,B-RE-1773-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.01409496,-27.388389355
1097,D1763,COLMSLIE BEACH RESERVE,200479092,B-RE-0572-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.090806056,-27.4503289689999
1098,D0572,LES ATKINSON PARK,200488721,B-RE-1620-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.05290714,-27.583281067
1099,D0711,HAROLD KIELLY PARK,100134500,B-RE-2508-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.021275318,-27.3102418559999
1100,D0327,DUCIE STREET PARK,200480741,B-RE-1929-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAPS,152.950779342,-27.572713564
1101,D0327,DUCIE STREET PARK,200524869,B-RE-1929-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.949913046,-27.5717536239999
1102,D1522,TUBEROSE PLACE PARK,100125180,B-RE-2258-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.056595788,-27.635129521
1103,D0904,ORIENT ROAD PARK,100125273,B-RE-2439-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER TAP & DOG BOWL,153.009642715,-27.5076645039999
1104,D0083,VICTORIA PARK,200518178,B-RE-1829-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER TAP & DOG BOWL,153.025648745,-27.453959058
1105,D1823,THOMAS MACLEOD PARK,100125911,B-RE-0690-N003,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",152.956026777,-27.538783472
1106,D0056,WHITES HILL RESERVE,100113343,B-RE-1853-N006,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN (ANTI VANDAL) & TAP,153.077969349,-27.5088534299999
1107,D0155,CORRAMULLING PARK,200478165,B-RE-1743-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.941408283,-27.449744336
1108,D0288,MOORA PARK,200522651,B-RE-1865-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.085073273,-27.3252495629999
1109,D0288,MOORA PARK,200522679,B-RE-1865-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.085855894,-27.3248169239999
1110,D0288,MOORA PARK,200522653,B-RE-1865-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.084602067,-27.3245265899999
1111,D0141,ALFRED & LUCINA BEST PARK,200508755,B-RE-1757-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.953769358,-27.4487604289999
1112,D0786,TILQUIN STREET PARK,200508620,B-RE-2482-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.945838929,-27.436544683
1113,D0182,JUBILEE PARK,200501206,B-RE-1967-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.981321301,-27.4521574089999
1114,D1631,YORK STREET PARK,200500431,B-RE-0498-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.077996743,-27.460760336
1115,D0064,GLINDEMANN PARK,100110472,B-RE-1846-N001,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,153.069601865,-27.5264295439999
1116,D0109,WEMBLEY PARK,200479052,B-RE-1726-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.063253588,-27.488917601
1117,D0160,WALTON BRIDGE RESERVE,100269074,B-RE-1738-N012,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.95370523,-27.445709802
1118,D1264,TUCKEROO PARK,200486779,B-RE-2060-N010,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.100726191,-27.371255183
1119,D1874,KARAWATHA FOREST SOUTH,200478997,B-RE-0539-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.047696775,-27.642861089
1120,D0467,ANZAC PARK,200481630,B-RE-1373-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,152.976862315,-27.480501761
1121,D1258,COOLABAH CRESCENT PARK,200481499,B-RE-2066-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.999206559,-27.3632135289999
1122,D0252,SUTLING STREET PARK,200486845,B-RE-1898-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.951535084,-27.510404066
1123,D0227,MARCHANT PARK,200488208,B-RE-1761-N010,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",153.030163027,-27.3772186099999
1124,D0464,ALBERT BISHOP PARK,200488190,B-RE-1386-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER,153.068397457,-27.403965236
1125,D0603,LEICESTER STREET PARK,200470542,B-RE-1649-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.06723461,-27.49682717
1126,D0095,NEW FARM PARK,200501198,B-RE-1736-N022,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.052097494,-27.468807167
1127,D0015,KEATING PARK,200525110,B-RE-1807-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.973940157,-27.499704326
1128,D0430,MOORE PARK,200525097,B-RE-1501-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.964559878,-27.4975476299999
1129,D0430,MOORE PARK,200525088,B-RE-1501-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.965613416,-27.4980659029999
1130,D0545,TOOHEY FOREST PARK,200481007,B-RE-1416-N012,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.053220701,-27.537232203
1131,D1158,MULBEAM PARK,200517330,B-RE-2069-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.053909772,-27.3513575549999
1132,D1931,CALLIOPE CIRCUIT PARK,200513261,B-RE-0158-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.094540367,-27.463762569
1133,D0457,PROGRESS PARK,100118353,B-RE-1391-N004,BUBBLER/DRINKING FOUNTAIN,TAP & BUBBLER SYSTEM,153.077925674,-27.390473496
1134,D0861,BILL LAMOND PARK,100115271,B-RE-2498-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP - DOUBLE SITES,153.18496847,-27.472515621
1135,D0647,MT COOT-THA BOTANIC GARDEN,200487816,B-RE-1597-N009,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.978832481,-27.475379107
1136,D1194,SPRINGFIELD CRESCENT PARK,200471409,B-RE-2176-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.031687521,-27.632637213
1137,D0305,SHERWOOD ARBORETUM,200506914,B-RE-2018-N010,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.972504344,-27.53155143
1138,D0991,ORSOVA ROAD PARK,200473443,B-RE-2632-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.005808649,-27.509006875
1139,D0092,KING EDWARD PARK,200501246,B-RE-1821-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP NEAR CHESS PAVEMENT,153.023693122,-27.4658003289999
1140,D1472,JOY TAYLOR PARK,200478947,B-RE-2216-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.04238747,-27.569015091
1141,D1089,ARBOR STREET PARK,200485627,B-RE-2542-N005,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",152.9392454,-27.4057979409999
1142,D0528,STANNARD ROAD PARK,200481627,B-RE-1428-N004,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",153.168641203,-27.461112525
1143,D0393,EKIBIN PARK EAST,200485211,B-RE-1449-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.041461769,-27.507406455
1144,D0384,STIMPSON PARK,200483014,B-RE-1458-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.02268627,-27.5255530389999
1145,D0408,GUYATT PARK,100280016,B-RE-1936-N010,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.000728437,-27.4933845909999
1146,D0339,M. Z. HOLLAND MEMORIAL PARK,200482795,B-RE-1919-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.921647899,-27.592479888
1147,D0083,VICTORIA PARK,200489021,B-RE-1829-N021,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.023696455,-27.457578939
